date,city,pm25,pm10,no2,co,o3,temperature,humidity,wind_speed,aqi,aqi_category
2025-02-27,Ghaziabad,247.3,442.5,101.2,3.49,20.5,12.7,100,3.7,416,Severe
2025-02-28,Delhi,249.3,422.7,85.7,3.77,23.3,9.8,100,2.3,399,Very Poor
2025-02-28,Noida,200.6,401.9,72.3,2.83,27,9.4,98,2.5,365,Very Poor
2025-02-28,Gurugram,205.2,341,84.8,3.49,21.9,9,100,3.2,366,Very Poor
2025-02-28,Faridabad,272.4,574.3,87.4,4.19,27.8,12.6,100,2.7,500,Severe
2025-02-28,Ghaziabad,264.1,485.1,78,4.16,25.6,10.6,100,2.5,469,Severe
2025-03-01,Delhi,89.3,153.9,32.3,1.43,30.2,18.4,35,12.6,198,Moderate
2025-03-01,Noida,98.1,167.8,39.3,1.33,29.2,17.1,52,11.7,227,Poor
2025-03-01,Gurugram,93.7,201.9,27.1,1.5,34.2,17.8,38,11.2,212,Poor
2025-03-01,Faridabad,111.1,197.7,42.2,1.43,34.3,18.4,50,8,270,Poor
2025-03-01,Ghaziabad,107.6,192.9,34.3,1.84,34.3,17.7,55,12.2,259,Poor
2025-03-02,Delhi,100.9,218.4,37,1.8,30.7,18.9,53,10.1,236,Poor
2025-03-02,Noida,106,170.3,42.8,1.58,34.6,19.1,53,7.6,253,Poor
2025-03-02,Gurugram,96,186.3,37,1.65,35.8,18.7,43,9.1,220,Poor
2025-03-02,Faridabad,99.5,196.1,33.8,1.27,33.8,18.6,51,12.6,232,Poor
2025-03-02,Ghaziabad,122.4,236.5,48.5,1.64,31,17.4,50,6.7,302,Very Poor
2025-03-03,Delhi,83.5,164.1,30.9,1.42,37,17,45,8.5,178,Moderate
2025-03-03,Noida,98.3,202.7,39.3,1.57,40.5,19,38,7,228,Poor
2025-03-03,Gurugram,119.7,221.6,42.2,1.56,35.4,17.3,36,10.2,299,Poor
2025-03-03,Faridabad,98.3,211,34.3,1.65,28.9,19.3,51,7.2,228,Poor
2025-03-03,Ghaziabad,110.7,232.4,37.3,1.84,30.9,19.2,55,9.2,269,Poor
2025-03-04,Delhi,154,255.6,64.6,2.75,37.7,18.1,52,12.5,326,Very Poor
2025-03-04,Noida,91.4,181,26.8,1.57,39.3,19.1,40,8.4,205,Poor
2025-03-04,Gurugram,110,197.9,37.5,1.59,30.7,18.1,36,7,267,Poor
2025-03-04,Faridabad,96.5,167.1,28.3,1.24,33.6,19.7,54,7.8,222,Poor
2025-03-04,Ghaziabad,139,230.9,56.7,2.48,33.1,16.7,40,6.9,315,Very Poor
2025-03-05,Delhi,113.8,200.2,35.3,1.42,39.7,19.8,47,8.3,279,Poor
2025-03-05,Noida,88.2,143.5,28.4,1.19,32.9,19.6,52,8.4,194,Moderate
2025-03-05,Gurugram,116,200.1,43,1.68,37.4,19.2,50,7.7,287,Poor
2025-03-05,Faridabad,98.4,173.5,27.9,1.19,38.6,18.9,39,11.2,228,Poor
2025-03-05,Ghaziabad,104,227.8,29.3,1.69,30.5,17.1,37,7.4,247,Poor
2025-03-06,Delhi,131.8,260.3,46,1.91,38.8,19.3,44,7.9,309,Very Poor
2025-03-06,Noida,125.9,244.4,47.1,2.26,34.7,19.5,39,9.6,305,Very Poor
2025-03-06,Gurugram,92.9,157.1,32.2,1.15,38,17.9,44,9.3,210,Poor
2025-03-06,Faridabad,118.9,234.3,36.1,1.81,28.6,16.4,39,9.9,296,Poor
2025-03-06,Ghaziabad,109.9,209.4,40.5,1.38,32.7,16.8,37,9.7,266,Poor
2025-03-07,Delhi,109.4,184.6,39.1,1.6,28.5,17.3,45,10.8,265,Poor
2025-03-07,Noida,83.7,170.7,26.3,1.03,35.8,18.3,43,10.5,179,Moderate
2025-03-07,Gurugram,106.5,195.6,35.5,1.56,41.8,16.3,52,12.4,255,Poor
2025-03-07,Faridabad,115.8,217,47.8,1.78,35.9,18.9,53,7.5,286,Poor
2025-03-07,Ghaziabad,108.2,225.3,38.4,1.65,39.5,19,40,10,261,Poor
2025-03-08,Delhi,100.4,179.5,34.8,1.67,41.9,18.3,44,10.7,235,Poor
2025-03-08,Noida,83,148.7,23.7,1.45,35.5,17.2,48,7,177,Moderate
2025-03-08,Gurugram,90.3,181.2,36.6,1.27,29.2,17.6,40,7.2,201,Poor
2025-03-08,Faridabad,92,169.1,34.6,1.44,35.5,19.1,40,7.8,207,Poor
2025-03-08,Ghaziabad,115.2,194.7,41.6,1.92,41.5,16.7,38,9,284,Poor
2025-03-09,Delhi,75.3,157.3,22.9,1.32,39.1,17.7,45,11.1,151,Moderate
2025-03-09,Noida,86.4,188,25.7,1.11,32.9,17.7,52,8.6,188,Moderate
2025-03-09,Gurugram,82.7,178.5,25.1,1.18,35.7,19.6,39,8.6,176,Moderate
2025-03-09,Faridabad,102,167.1,32,1.3,37.5,17.8,52,8.6,240,Poor
2025-03-09,Ghaziabad,89.4,155.6,25.3,1.25,32.6,19.6,48,7.7,198,Moderate
2025-03-10,Delhi,154.1,264.3,48.1,1.97,34,17.8,55,10.5,326,Very Poor
2025-03-10,Noida,108.4,228.9,31.5,1.42,41,19.7,40,12,261,Poor
2025-03-10,Gurugram,107.2,198.9,35.3,1.79,30.9,16.3,39,9.9,257,Poor
2025-03-10,Faridabad,99.9,165.7,31.4,1.7,39.5,18.2,51,10.9,233,Poor
2025-03-10,Ghaziabad,116.4,230.8,34.9,1.49,41.5,16.6,54,11.6,288,Poor
2025-03-11,Delhi,100.1,176.9,35.4,1.33,39.2,19.7,44,11.9,234,Poor
2025-03-11,Noida,88.4,173.3,27.9,1.36,38,16.2,36,11,195,Moderate
2025-03-11,Gurugram,113.9,222.7,44.8,1.77,37.1,16.2,48,9.8,280,Poor
2025-03-11,Faridabad,103.1,205.2,30,1.29,40.7,19.8,41,10.7,244,Poor
2025-03-11,Ghaziabad,124.7,200.6,43.2,1.94,35.4,16.2,36,9.8,304,Very Poor
2025-03-12,Delhi,133.3,246.3,43.6,2.01,41.6,18,43,9.2,310,Very Poor
2025-03-12,Noida,117,217.3,37.7,1.8,37.1,17.4,45,8.4,290,Poor
2025-03-12,Gurugram,119.8,216.1,40.9,1.52,33.3,19.4,50,6.3,299,Poor
2025-03-12,Faridabad,92.8,194.9,26.6,1.62,38.1,16.6,55,11.2,209,Poor
2025-03-12,Ghaziabad,108.9,233.6,43.7,1.52,36.6,18.5,51,8.8,263,Poor
2025-03-13,Delhi,103.9,200.9,32.2,1.3,33.4,17.2,39,9.9,246,Poor
2025-03-13,Noida,103.4,176.2,35,1.85,35.1,17.4,47,6.5,245,Poor
2025-03-13,Gurugram,96.4,203.4,34.5,1.26,40.7,16.8,38,6.4,221,Poor
2025-03-13,Faridabad,102.2,180.5,29.1,1.29,30.5,18.9,39,10.2,241,Poor
2025-03-13,Ghaziabad,104,228,34.5,1.55,29.5,18.7,46,7.6,247,Poor
2025-03-14,Delhi,126.4,246.6,52.9,1.58,31.3,19.2,45,7,305,Very Poor
2025-03-14,Noida,113.7,205.3,38.9,1.83,36.9,19.4,47,9.6,279,Poor
2025-03-14,Gurugram,108.1,211,44.6,1.72,31.4,17.7,54,11.2,260,Poor
2025-03-14,Faridabad,123,205.7,43,1.8,38.5,18.7,52,8.5,302,Very Poor
2025-03-14,Ghaziabad,109.9,239.3,43.4,1.9,34.9,18.7,47,11.7,266,Poor
2025-03-15,Delhi,87,143.8,30.7,1.13,28.1,18.4,35,8.3,190,Moderate
2025-03-15,Noida,80.4,153.8,31,1.34,39.3,16.9,42,10.7,168,Moderate
2025-03-15,Gurugram,94.8,170.3,35.1,1.33,32.9,18.4,55,10,216,Poor
2025-03-15,Faridabad,108.6,227,35.3,1.47,38.4,17.1,48,8.3,262,Poor
2025-03-15,Ghaziabad,89.9,182.4,28.6,1.09,38.4,17.9,50,11.2,200,Moderate
2025-03-16,Delhi,124.6,211.5,50.8,1.62,37.5,16.9,41,10.5,304,Very Poor
2025-03-16,Noida,102.1,182.9,29.1,1.8,42,18.4,54,9.7,240,Poor
2025-03-16,Gurugram,100.8,213,29.9,1.69,40.8,18.9,35,6.8,236,Poor
2025-03-16,Faridabad,99.1,217.2,40.1,1.46,30,17.2,41,6.6,230,Poor
2025-03-16,Ghaziabad,102.3,202.9,40.1,1.63,39.2,16.9,39,9.5,241,Poor
2025-03-17,Delhi,96.8,167.2,31.6,1.23,31,16.2,49,8.1,223,Poor
2025-03-17,Noida,92,199,28.3,1.62,29.9,16.9,39,10.8,207,Poor
2025-03-17,Gurugram,113.7,197.3,45.2,1.48,37.8,17.9,53,7.9,279,Poor
2025-03-17,Faridabad,127.2,231.9,41,2.25,40.2,19.3,52,12.4,306,Very Poor
2025-03-17,Ghaziabad,105.2,227.1,35.5,1.76,29.2,17.5,50,6.9,251,Poor
2025-03-18,Delhi,147.6,267.9,42.7,2.43,32.7,19.2,41,12.3,321,Very Poor
2025-03-18,Noida,112.1,212.9,45.5,1.98,28.7,18.2,42,10.8,274,Poor
2025-03-18,Gurugram,110.5,234.7,38.1,1.54,37,19.5,41,12.3,268,Poor
2025-03-18,Faridabad,117.2,244.6,34.3,1.88,38.8,18.5,55,8.8,291,Poor
2025-03-18,Ghaziabad,133.6,227.8,52.7,2.35,31.8,16.4,38,8.9,310,Very Poor
2025-03-19,Delhi,104.1,220.5,35.3,1.7,38.4,16.7,52,11.5,247,Poor
2025-03-19,Noida,107.7,227.1,37.4,1.69,33.3,17.4,36,7,259,Poor
2025-03-19,Gurugram,91.4,189.8,28.8,1.56,36.8,19,45,8,205,Poor
2025-03-19,Faridabad,97.3,198.3,31.7,1.21,31.7,19.5,51,9.1,224,Poor
2025-03-19,Ghaziabad,126.1,277.4,41,1.68,32.9,19.5,51,10.3,305,Very Poor
2025-03-20,Delhi,139.1,236.1,51.5,2.34,36,19.1,51,11.9,315,Very Poor
2025-03-20,Noida,118.3,217.7,40.2,1.66,40.3,16.9,51,7.4,294,Poor
2025-03-20,Gurugram,110.1,182.9,42.8,1.75,40.4,18.2,50,9.4,267,Poor
2025-03-20,Faridabad,106.1,187.3,39.3,1.83,29.7,18,48,6.4,254,Poor
2025-03-20,Ghaziabad,123.3,255.1,41,1.99,40.4,18.8,38,6.7,303,Very Poor
2025-03-21,Delhi,112,234,40.9,1.72,30.6,16.9,47,10.6,273,Poor
2025-03-21,Noida,93.3,203,30.5,1.47,31.9,19,53,8.7,211,Poor
2025-03-21,Gurugram,94.5,206.1,27.7,1.28,34.3,18,44,10.9,215,Poor
2025-03-21,Faridabad,102.1,216.8,29,1.34,28.8,17.3,47,8.2,240,Poor
2025-03-21,Ghaziabad,122.9,219.1,42.9,1.65,30.2,18.7,44,11.9,302,Very Poor
2025-03-22,Delhi,109.2,238.1,37.7,1.9,41.5,19.7,37,9.3,264,Poor
2025-03-22,Noida,88.8,189.7,35.7,1.24,33.3,17.6,55,10.1,196,Moderate
2025-03-22,Gurugram,107.6,185.6,34.4,1.44,39.2,16.5,45,11.7,259,Poor
2025-03-22,Faridabad,101.5,218.9,38.6,1.3,38.3,18.2,48,11.2,238,Poor
2025-03-22,Ghaziabad,110.4,226.6,32.3,1.5,29.7,18.8,54,6.4,268,Poor
2025-03-23,Delhi,93.8,150.9,38.5,1.35,35.1,16.5,54,6.8,213,Poor
2025-03-23,Noida,86.1,142.6,34.5,1.39,32,19.8,35,8.5,187,Moderate
2025-03-23,Gurugram,76.3,139.3,27.2,0.99,33.1,17.6,47,8.7,154,Moderate
2025-03-23,Faridabad,90.2,159.2,25.5,1.6,38.6,17.2,43,10.7,201,Poor
2025-03-23,Ghaziabad,90.4,154.5,34.7,1.38,37.8,18.3,52,9.7,201,Poor
2025-03-24,Delhi,114.8,210.1,47,1.44,29.9,19.9,52,7.6,283,Poor
2025-03-24,Noida,109.2,183,41.8,1.44,38.3,18.3,37,12.5,264,Poor
2025-03-24,Gurugram,117.9,203.6,35,2.07,31.4,17.9,37,8.2,293,Poor
2025-03-24,Faridabad,95.1,183.8,28.2,1.68,39.6,17.3,35,11.2,217,Poor
2025-03-24,Ghaziabad,107.1,193,41.5,1.43,29.2,19.3,45,11,257,Poor
2025-03-25,Delhi,98,214.9,38.7,1.2,33.1,17.4,47,10,227,Poor
2025-03-25,Noida,92.5,198.4,35.5,1.5,39.6,16.9,52,8.1,208,Poor
2025-03-25,Gurugram,97,206.3,37.1,1.6,41.9,16.9,43,11.1,223,Poor
2025-03-25,Faridabad,119.1,191.2,47.6,1.74,29.2,18.2,48,12.4,297,Poor
2025-03-25,Ghaziabad,109.4,234.8,41.2,1.65,28.4,19.4,44,7.8,265,Poor
2025-03-26,Delhi,115.3,203.6,33.2,1.73,35.2,19.2,53,10.6,284,Poor
2025-03-26,Noida,94.2,176,32.1,1.2,32.3,16.5,55,7.7,214,Poor
2025-03-26,Gurugram,98.1,185.1,39.4,1.44,41.3,17.5,47,6.8,227,Poor
2025-03-26,Faridabad,94.2,173.2,35.5,1.21,36.4,18.5,39,7.2,214,Poor
2025-03-26,Ghaziabad,122,208.3,36.5,1.65,30.1,19.1,39,9.7,302,Very Poor
2025-03-27,Delhi,108.7,184,31.8,1.46,36.2,17.1,49,11.9,262,Poor
2025-03-27,Noida,94.5,193.9,32.9,1.36,37.3,17.5,41,12.4,215,Poor
2025-03-27,Gurugram,90.8,147.6,31,1.41,33.8,16.5,52,12.4,203,Poor
2025-03-27,Faridabad,109.2,228.3,35.4,1.52,30.1,18.1,52,7.8,264,Poor
2025-03-27,Ghaziabad,127.8,280.6,46.3,2.05,33.1,18.7,36,7.9,306,Very Poor
2025-03-28,Delhi,133.3,287.3,55.6,2.31,39.1,18.5,39,10.1,310,Very Poor
2025-03-28,Noida,91,190.5,33.7,1.39,37.2,16.7,48,7.3,203,Poor
2025-03-28,Gurugram,101.8,173.1,41.1,1.56,34.2,19.9,48,12.3,239,Poor
2025-03-28,Faridabad,99.1,165.3,33.2,1.7,29.3,16.5,48,8.8,230,Poor
2025-03-28,Ghaziabad,131.1,252.4,45.8,1.85,33.5,16.4,42,12.5,309,Very Poor
2025-03-29,Delhi,79.5,144.4,30.6,1.29,36.1,17.3,47,11.4,165,Moderate
2025-03-29,Noida,81.2,148.3,24.1,1.28,29.4,17.9,37,8.3,171,Moderate
2025-03-29,Gurugram,96.8,203.2,40.6,1.56,33.8,18.5,51,10.5,223,Poor
2025-03-29,Faridabad,105.8,221,33.8,1.73,30.4,17.6,40,7,253,Poor
2025-03-29,Ghaziabad,87.7,153.2,33.5,1.15,34.9,17.3,48,6.5,192,Moderate
2025-03-30,Delhi,100.9,215,41.1,1.38,29.8,16.7,45,7.8,236,Poor
2025-03-30,Noida,91.1,157.7,29.8,1.34,31.9,18.8,50,8.8,204,Poor
2025-03-30,Gurugram,82.8,144.5,27.9,1.09,40.3,19.9,37,8,176,Moderate
2025-03-30,Faridabad,89.9,155.6,37.6,1.51,32.5,16.4,51,7.9,200,Moderate
2025-03-30,Ghaziabad,92.8,153.6,36.9,1.29,34.9,17.1,36,9.5,209,Poor
2025-03-31,Delhi,101.5,164.6,39.6,1.59,37.9,17.2,41,11.8,238,Poor
2025-03-31,Noida,91,147.6,36,1.26,40.3,16.8,48,7.6,203,Poor
2025-03-31,Gurugram,92.9,173.3,32.7,1.52,28.2,17,38,10.3,210,Poor
2025-03-31,Faridabad,119,246.6,34.5,2.1,29.4,16,49,10,297,Poor
2025-03-31,Ghaziabad,95.5,197.1,36.6,1.44,40.5,17.4,41,11,218,Poor
2025-04-01,Delhi,82.9,180.8,26.5,1.28,34.1,26.3,47,11,176,Moderate
2025-04-01,Noida,66.2,114.4,20.6,0.89,29.7,27.5,53,10,121,Moderate
2025-04-01,Gurugram,73.1,149.5,29.9,1.25,34.2,26.8,48,12.5,144,Moderate
2025-04-01,Faridabad,83.1,180.3,30.8,1.21,39,25.3,53,9.7,177,Moderate
2025-04-01,Ghaziabad,71.4,120.9,20.5,1.28,34.1,26.3,50,9.1,138,Moderate
2025-04-02,Delhi,78.7,129.8,28.1,1.34,29.3,24.3,39,7.2,162,Moderate
2025-04-02,Noida,74.5,128.2,24,1.16,37.5,26.6,36,10.4,148,Moderate
2025-04-02,Gurugram,66.3,126.3,18.9,0.94,39.9,25,38,8.9,121,Moderate
2025-04-02,Faridabad,79.4,165.7,29.4,1.2,32.9,24.7,36,12,165,Moderate
2025-04-02,Ghaziabad,85.9,138.7,29.1,1.36,29.7,27.2,37,11.2,186,Moderate
2025-04-03,Delhi,97.5,158.5,29.5,1.67,30.4,26.7,51,7.9,225,Poor
2025-04-03,Noida,77.1,152,26.8,1.2,41.1,27.3,42,9.3,157,Moderate
2025-04-03,Gurugram,79.7,154.9,29.9,1.25,41.1,25.6,52,7.9,166,Moderate
2025-04-03,Faridabad,85.8,169.2,27.7,1.47,32.5,25.3,40,12.4,186,Moderate
2025-04-03,Ghaziabad,96.2,167.8,27.7,1.28,30.7,25.6,52,10.7,221,Poor
2025-04-04,Delhi,70,132.6,28.1,0.98,28.1,25,39,7.9,133,Moderate
2025-04-04,Noida,73.7,127.8,26.5,1.27,33.7,25.2,37,10.9,146,Moderate
2025-04-04,Gurugram,78.7,145.2,31.4,0.96,29.1,25.2,46,9.2,162,Moderate
2025-04-04,Faridabad,86.7,155.2,31.7,1.32,28.4,26.8,36,8.3,189,Moderate
2025-04-04,Ghaziabad,70.4,145.6,21.9,1.17,39.2,24.8,45,6.4,135,Moderate
2025-04-05,Delhi,93.4,191.2,32.5,1.22,37.7,25.6,48,11.2,211,Poor
2025-04-05,Noida,76.8,164,32.2,1.25,38.5,27.3,41,12,156,Moderate
2025-04-05,Gurugram,72.7,152.1,27.8,1.2,36,28,42,11.7,142,Moderate
2025-04-05,Faridabad,55.5,112.2,17.9,0.94,33.3,26.6,39,10.7,108,Moderate
2025-04-05,Ghaziabad,75.9,123.4,23.7,1.14,39.3,27.4,44,6.8,153,Moderate
2025-04-06,Delhi,64.8,123.2,25.2,1.15,34,26.7,43,11.7,116,Moderate
2025-04-06,Noida,67.8,144.8,22.9,1.08,29.2,26,51,11.9,130,Moderate
2025-04-06,Gurugram,60.5,115.8,20.6,1.01,33.9,24.7,40,7.7,111,Moderate
2025-04-06,Faridabad,66.6,132.2,21.9,0.94,37.4,25.7,43,8.9,122,Moderate
2025-04-06,Ghaziabad,76.7,146.9,29.8,1.33,35.9,26.3,41,11.8,156,Moderate
2025-04-07,Delhi,103.4,216.9,33.5,1.55,36.8,25.3,43,11.4,245,Poor
2025-04-07,Noida,81.9,139.3,32.3,1.41,39.9,24.9,39,9.9,173,Moderate
2025-04-07,Gurugram,75.7,152.6,28.2,1.34,39.3,24.3,41,8.9,152,Moderate
2025-04-07,Faridabad,77.8,126.6,27.5,1.06,31.1,24.9,49,9,159,Moderate
2025-04-07,Ghaziabad,91.3,162.1,33.5,1.45,34.9,27.3,42,8.4,204,Poor
2025-04-08,Delhi,75,134.4,23,1.14,30.5,27.1,43,11,150,Moderate
2025-04-08,Noida,77.4,149.2,26.3,1.36,39.4,26.2,35,9.2,158,Moderate
2025-04-08,Gurugram,68.9,139.7,20.2,0.83,33.1,24,44,8,130,Moderate
2025-04-08,Faridabad,76.8,129.8,25.9,1.31,40.3,27.7,44,9.1,156,Moderate
2025-04-08,Ghaziabad,87.8,162,32.7,1.14,30,24.9,50,8.8,193,Moderate
2025-04-09,Delhi,79.5,152.4,26.4,1.01,33.9,27.5,40,10.6,165,Moderate
2025-04-09,Noida,75.3,142,27.4,1.08,29.3,25.8,36,8.9,151,Moderate
2025-04-09,Gurugram,82.8,151.5,34,1,35.6,27.2,41,9.6,176,Moderate
2025-04-09,Faridabad,78.9,167,26.9,1.06,28.7,27.3,55,12.5,163,Moderate
2025-04-09,Ghaziabad,77,140.9,28.4,1.03,38.2,25.7,52,12.3,157,Moderate
2025-04-10,Delhi,71.5,119.5,20.4,1.22,30.2,25.4,38,7.2,138,Moderate
2025-04-10,Noida,79.7,140.4,26,1.26,41,27.2,39,12.3,166,Moderate
2025-04-10,Gurugram,67.3,110,24.5,1.21,38.6,26,44,9.9,124,Moderate
2025-04-10,Faridabad,65.4,140.6,19.6,0.98,39,27,41,11.3,127,Moderate
2025-04-10,Ghaziabad,81.6,160.4,28.8,1.27,34.2,24.2,39,9.3,172,Moderate
2025-04-11,Delhi,102.3,220.8,40.9,1.47,37.9,25.6,49,12.2,241,Poor
2025-04-11,Noida,83.5,169.7,31.6,1.24,39.2,26.4,43,7.7,178,Moderate
2025-04-11,Gurugram,79.3,148.9,32.3,1.1,29.5,27.5,39,7.5,164,Moderate
2025-04-11,Faridabad,73.4,136.5,22,0.96,40.1,26.8,36,10.1,145,Moderate
2025-04-11,Ghaziabad,82.9,174.1,31.2,1.38,28,27.4,42,8.3,176,Moderate
2025-04-12,Delhi,59.5,99.8,22.5,0.93,35.3,24.9,50,6.7,100,Satisfactory
2025-04-12,Noida,52.8,109.1,20.7,0.7,39.8,24.9,40,7.4,106,Moderate
2025-04-12,Gurugram,57.9,99.1,23.7,0.8,35.2,25.8,44,10.6,99,Satisfactory
2025-04-12,Faridabad,61.4,128.3,21.1,1.02,37.2,25.8,46,7.4,119,Moderate
2025-04-12,Ghaziabad,77.5,145.4,25.2,1.05,33.9,26,41,7.1,158,Moderate
2025-04-13,Delhi,85.1,159.6,34.8,1.04,29.7,26.1,40,10,184,Moderate
2025-04-13,Noida,62.1,121.6,20.6,0.81,35.1,26.4,47,6.4,114,Moderate
2025-04-13,Gurugram,72.7,138.8,25.2,1.15,32.1,24.2,54,8.4,142,Moderate
2025-04-13,Faridabad,66.4,136.4,19.1,1,37.9,25.8,42,12.5,124,Moderate
2025-04-13,Ghaziabad,64.8,122.2,22.4,0.89,32.1,24.7,52,11.7,116,Moderate
2025-04-14,Delhi,77.4,148,29.6,1.31,34.7,27.4,44,9.7,158,Moderate
2025-04-14,Noida,61,124.4,21.5,0.77,39.9,27.8,50,7.7,116,Moderate
2025-04-14,Gurugram,69.7,120.3,22.4,0.86,36,24.1,43,10.6,132,Moderate
2025-04-14,Faridabad,68,142.4,19.2,1.16,41.1,27.9,43,10.6,128,Moderate
2025-04-14,Ghaziabad,83.9,151.2,33.5,1.46,29,26.6,50,8.8,180,Moderate
2025-04-15,Delhi,84.4,156.9,25,1.06,32,27.8,40,7.5,181,Moderate
2025-04-15,Noida,78.7,140.6,30.1,1.23,40.8,25.6,42,7.2,162,Moderate
2025-04-15,Gurugram,62.7,105.5,24.2,0.78,33.6,26.4,43,6.4,109,Moderate
2025-04-15,Faridabad,80.1,141.2,25.1,1.36,39,26.6,45,9.7,167,Moderate
2025-04-15,Ghaziabad,91.5,201.2,34.3,1.17,31.8,27.9,38,10.4,205,Poor
2025-04-16,Delhi,68.7,127.5,21.7,1.21,31.5,24.6,54,11.5,129,Moderate
2025-04-16,Noida,65,113.5,20.5,0.96,35,25,48,8.8,117,Moderate
2025-04-16,Gurugram,61.6,98.7,19.4,0.97,35.1,27.4,53,10.3,105,Moderate
2025-04-16,Faridabad,86.8,166,33.2,1.31,40.9,28,54,11.4,189,Moderate
2025-04-16,Ghaziabad,84,166.7,32.6,1.15,37.3,25,43,11.1,180,Moderate
2025-04-17,Delhi,89.9,151.9,28.7,1.19,32.4,25.5,42,6.3,200,Moderate
2025-04-17,Noida,64.3,106.9,20.6,1.1,29.9,26.9,44,8.1,114,Moderate
2025-04-17,Gurugram,82.1,170,27.5,1.28,39.2,25.3,48,8.1,174,Moderate
2025-04-17,Faridabad,85.6,170.5,24.6,1.13,41.4,27.6,41,10.1,185,Moderate
2025-04-17,Ghaziabad,77.5,136,28.2,0.94,32.4,26.1,54,7.1,158,Moderate
2025-04-18,Delhi,64.5,112.9,20.6,0.8,36.7,25.6,51,7.5,115,Moderate
2025-04-18,Noida,72.8,120,26.5,1.03,37.2,27,50,10.9,143,Moderate
2025-04-18,Gurugram,69.9,113.8,22.1,1.21,32.9,26.2,54,11.9,133,Moderate
2025-04-18,Faridabad,65.1,125.7,19.8,1.08,31.2,24.1,54,10.7,117,Moderate
2025-04-18,Ghaziabad,72.3,151.5,25.7,1.2,33.2,24.2,49,7.7,141,Moderate
2025-04-19,Delhi,90.6,197.3,30.7,1.26,34.7,26.6,42,6.4,202,Poor
2025-04-19,Noida,70.1,116.2,22.6,0.88,31.8,25.6,41,9,134,Moderate
2025-04-19,Gurugram,64.4,110.9,25.7,0.78,40.5,24.6,47,9.3,115,Moderate
2025-04-19,Faridabad,65,128.4,21.4,0.94,33.5,26.9,35,7.2,119,Moderate
2025-04-19,Ghaziabad,77.7,164.2,22.9,1.28,30.3,25.7,42,9.7,159,Moderate
2025-04-20,Delhi,55,90,16.2,0.77,41.6,24.7,50,9.9,92,Satisfactory
2025-04-20,Noida,63.4,136.8,25.1,0.77,36.3,26.8,51,6.6,125,Moderate
2025-04-20,Gurugram,69.2,113.3,20,1.05,34.7,26.9,47,7.8,131,Moderate
2025-04-20,Faridabad,76.1,153.5,25.9,1.13,38.1,25.9,38,7.3,154,Moderate
2025-04-20,Ghaziabad,79.4,169.9,28.4,1.01,37.3,24.6,44,11.8,165,Moderate
2025-04-21,Delhi,102.6,181.8,42.8,1.35,33,25.5,55,12,242,Poor
2025-04-21,Noida,73.8,146.2,24,1,41.5,27.2,42,6.6,146,Moderate
2025-04-21,Gurugram,73.2,154.9,28.9,1.31,38.9,27.9,49,7.3,144,Moderate
2025-04-21,Faridabad,83.3,163.6,27.8,1.29,28,26.2,38,12.1,178,Moderate
2025-04-21,Ghaziabad,80.5,154.5,31.8,1.09,36.9,27.3,48,12.4,168,Moderate
2025-04-22,Delhi,58.4,107.5,19.9,0.97,34.8,26.6,50,8.4,105,Moderate
2025-04-22,Noida,76.3,142.7,21.7,0.99,41.3,26.8,51,10,154,Moderate
2025-04-22,Gurugram,83,133.4,28.8,1.35,35.1,24.4,37,9.2,177,Moderate
2025-04-22,Faridabad,80.7,148.7,30.6,1.33,29.4,25.3,51,6.8,169,Moderate
2025-04-22,Ghaziabad,80.7,159.9,28.9,1.09,31.7,26.8,37,12.5,169,Moderate
2025-04-23,Delhi,91.8,185.9,34.6,1.16,29.5,25.1,47,8.9,206,Poor
2025-04-23,Noida,69.2,130.2,26.8,0.97,40.8,25,41,7.5,131,Moderate
2025-04-23,Gurugram,66.7,139.9,24,1.13,33.1,27.9,43,11.3,127,Moderate
2025-04-23,Faridabad,62.5,120.8,23.9,0.93,32.3,25.4,50,10.2,114,Moderate
2025-04-23,Ghaziabad,93.6,195.3,34.5,1.18,30.2,26.6,50,9.9,212,Poor
2025-04-24,Delhi,62.7,112.5,24.3,0.89,29.1,25.6,51,12.2,109,Moderate
2025-04-24,Noida,63,134.6,21.4,1.01,35.4,26.4,51,12.1,123,Moderate
2025-04-24,Gurugram,83,151.7,27.9,1.46,32.1,26.4,53,7.3,177,Moderate
2025-04-24,Faridabad,86.7,158.6,24.9,1.45,30.8,24.7,41,7.7,189,Moderate
2025-04-25,Faridabad,77.9,143.5,26.9,1.35,31.3,26.7,40,11.7,160,Moderate
2025-04-25,Ghaziabad,66.6,138.7,23.2,1.09,40.6,26.8,44,8.2,126,Moderate
2025-04-26,Delhi,70.3,142.4,21.7,0.9,32.4,26.4,43,7.3,134,Moderate
2025-04-26,Noida,68.2,141.1,27.5,1,28.6,25,35,7.7,127,Moderate
2025-04-26,Gurugram,61.1,117.7,19.5,1.05,38.6,26.6,54,11.1,112,Moderate
2025-04-26,Faridabad,78.5,153,26.5,1.21,29.9,25.3,37,7.8,162,Moderate
2025-04-26,Ghaziabad,62.3,122.5,19,0.79,30.1,24.7,49,11.1,115,Moderate
2025-04-27,Delhi,88.5,182.5,37.1,1.26,31,24.1,40,12.1,195,Moderate
2025-04-27,Noida,63.4,129.9,22.7,0.96,29.4,24.1,41,11.1,120,Moderate
